"","Selected","lon","lat","parasit_yes","parasit","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"87","FR04_109018",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"88","HR05_13",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"89","HR05_15",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"90","HR05_22",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"91","HR05_25",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"92","HR05_29",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"93","HR05_39",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"94","HR05_46",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"95","HR05_47",17.44803,43.05231,0,0,16.6333332061768,8.21666622161865,29.1371154785156,7.286298828125,31.7999992370605,3.59999990463257,28.1999988555908,12.6166667938232,25.9166660308838,25.9166660308838,7.80000019073486,936,120,35,32.6224365234375,329,133,133,281
"96","IT17_10",15.87284,41.55914,0,0,16.1458339691162,9.10833358764648,34.8978271484375,6.27771911621094,30.6000003814697,4.5,26.1000003814697,17.2000007629395,24.1666679382324,24.1666679382324,9.10000038146973,437,54,22,24.8751678466797,144,74,74,114
"97","IT17_13",15.87284,41.55914,0,0,16.1458339691162,9.10833358764648,34.8978271484375,6.27771911621094,30.6000003814697,4.5,26.1000003814697,17.2000007629395,24.1666679382324,24.1666679382324,9.10000038146973,437,54,22,24.8751678466797,144,74,74,114
"98","IT17_14",15.87284,41.55914,0,0,16.1458339691162,9.10833358764648,34.8978271484375,6.27771911621094,30.6000003814697,4.5,26.1000003814697,17.2000007629395,24.1666679382324,24.1666679382324,9.10000038146973,437,54,22,24.8751678466797,144,74,74,114
"99","IT17_18",15.87284,41.55914,0,0,16.1458339691162,9.10833358764648,34.8978271484375,6.27771911621094,30.6000003814697,4.5,26.1000003814697,17.2000007629395,24.1666679382324,24.1666679382324,9.10000038146973,437,54,22,24.8751678466797,144,74,74,114
"100","IT17_2",15.87284,41.55914,0,0,16.1458339691162,9.10833358764648,34.8978271484375,6.27771911621094,30.6000003814697,4.5,26.1000003814697,17.2000007629395,24.1666679382324,24.1666679382324,9.10000038146973,437,54,22,24.8751678466797,144,74,74,114
